ChEMBL ID;Name;Synonyms;Type;Smiles
CHEMBL1200798;TRAZODONE HYDROCHLORIDE;AF-1161|Desyrel|MOLIPAXIN|MOLIPAXIN CR|NSC-292811|OLEPTRO|TRAZODONE HCL|TRAZODONE HYDROCHLORIDE|TRIALODINE;Small molecule;Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
CHEMBL290106;BITHIONOL;BITHIN|BITHIONOL|Lorothidol|NSC-47129;Small molecule;Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
CHEMBL2105720;LESINURAD;LESINURAD|RDEA 594|RDEA-594|RDEA594|ZURAMPIC;Small molecule;O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
CHEMBL92401;IPRONIAZID;IPRONIAZID|IPRONIAZIDE|Iproniazide|MARSILID;Small molecule;CC(C)NNC(=O)c1ccncc1
CHEMBL252556;IDEBENONE;HYDROXYDECYL UBIQUINONE|IDEBENONE|NSC-759228|ORISTAR HDU|Raxone|SOVRIMA;Small molecule;COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O
CHEMBL515;CHLORAMBUCIL;AMBOCHLORIN|CB-1348|CHLORAMBUCIL|CHLORAMBUCILUM|CHLORBUTIN|Chlorambucil|ECLORIL|LYMPHOLYSIN|Leukeran|NCI-3088|NSC-3088;Small molecule;O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
CHEMBL83;TAMOXIFEN;ICI-46474|ICI-47699|MAMMATON|NOVALDEX|NSC-727681|Nolvadex|Soltamox|TAMOPLEX|TAMOXIFEN|Tamoxifen;Small molecule;CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
CHEMBL1103;FURAZOLIDONE;FURAZOLIDONE|Furall|Furazolidone|Furoxone|NIFURAZOLIDONE|NSC-6469;Small molecule;O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
CHEMBL404520;CHLORTETRACYCLINE;CHLOROTETRACYCLINE|CHLORTETRACYCLINE|Chlortetracycline|E702;Small molecule;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
CHEMBL1200781;CITALOPRAM HYDROBROMIDE;CIPRAMIL|CITALOPRAM (AS HYDROBROMIDE)|CITALOPRAM HBR|CITALOPRAM HYDROBROMIDE|Celexa|LU 10-171-B|LU-10-171-B|NSC-758684|PAXORAN;Small molecule;Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
CHEMBL1196;PROPARACAINE;Alcaine|Kainair|Ophthaine|Ophthetic|PROPARACAINE|PROXYMETACAINE|Paracaine|Proparacaine;Small molecule;CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
CHEMBL1679;LEUCOVORIN;LEUCOVORIN|Leucovorin;Small molecule;Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
CHEMBL2220427;ERYTHROMYCIN PROPIONATE;ERYTHROMYCIN PROPIONATE|ERYTHROMYCIN, 2'-PROPIONATE|MONOPROPIONYLERYTHROMYCIN|PROPIOCINE;Small molecule;CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C
CHEMBL1689772;OMADACYCLINE;AMADACYCLINE|BAY 73-6944|OMADACYCLINE|PTK 0796;Small molecule;CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O
CHEMBL1200873;PHENTOLAMINE MESYLATE;MESYLATE PHENTOLAMINE|NV-101|ORAVERSE|PHENTOLAMINE MESILATE|PHENTOLAMINE MESYLATE|PHENTOLAMINE METHANESULFONATE|ROGITINE|Regitine;Small molecule;CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
CHEMBL497;CLIOQUINOL;4-STEARYLAMINO-PHENYL-TRIMETHYLAM. METILSULF.|CLIOQUINOL|Clioquinol|Domeform-HC|IODOCHLORHYDROXYQUIN|IODOCHLORHYDROXYQUINOLONE|NSC-3531|NSC-74938|ORALCER|Quin-O-Creme|Vioform;Small molecule;Oc1c(I)cc(Cl)c2cccnc12
CHEMBL1200895;PHENELZINE SULFATE;NSC-170957|Nardil|PHENELZINE ACID SULFATE|PHENELZINE SULFATE|PHENELZINE SULPHATE;Small molecule;NNCCc1ccccc1.O=S(=O)(O)O
CHEMBL94;PHYSOSTIGMINE;(-)-PHYSOSTIGMINE|COGMINE|ESERIN|ESERINE|ESERINUM|MCV-4484|NSC-30782|PHYSOSTIGMINE|Physostigmine;Small molecule;CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
CHEMBL723;CARVEDILOL;BM 14.190|BM-14-190|BM-14.190|BM-14190|C07AG02|CARVEDILOL|COREG|CORONIS|Coreg CR|DILATREND|DIMITONE|DQ-2466|EUCARDIC|EUCARDIC 12.5|EUCARDIC 25|EUCARDIC 3.125|EUCARDIC 6.25|KORVASAN|KREDEX|NSC-758694|SKF-105517|TALLITON;Small molecule;COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
CHEMBL434394;NEBIVOLOL;HYPOLOC|NARBIVOLOL|NEBILET|NEBIVOLOL|R-65824|R65,824;Small molecule;OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
CHEMBL453;SULFISOXAZOLE;Entusil|Eryzole|Gantrisin|NSC-13120|NSC-683536|Neazolin|Pediazole|SOSOL|SOXAZOLE|SULFAFURAZOLE|SULFALAR|SULFISOXAZOLE|SULPHAFURAZOLE|SULSOXIN|Sulfafurazole|Sulfisoxazole|Sulphafurazole;Small molecule;Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
CHEMBL446;SULFAMETHAZINE;BN-2409|NSC-67457|NSC-683529|SMZ-MED 454|SULFADIMERAZINE|SULFADIMETHYLPYRIMIDINE|SULFADIMIDINE|SULFADIMIDINUM|SULFAMETHAZINE|SULFAMETHAZINE (TRISULFAPYRIMIDINES)|SULFAMEZATHINE|SULFAMEZATHINE ('S-MEZ')|SULFAMIDINE|Sulfamethazine;Small molecule;Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
CHEMBL485;CODEINE;CODEINE|CODEINE MONOHYDRATE|CODEINUM|CODEINUM MONOHYDRICUM|Codeine|DEA NO. 9050|IDS-NC-005(SECT.-2);Small molecule;COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
CHEMBL157101;KETOCONAZOLE;DAKTARIN GOLD|DAKTARIN INTENSIV|DANDRAZOL|DANDRID|EXTINA|J02AB02|KETOCONAZOLE|KETOCONAZOLUM|KETOPINE|Ketosidin|Ketozole|NIZORAL A-D|NIZORAL ANTI-DANDRUFF|NIZORELLE|NSC-317629|Nizoral|Panfungol|R 41,400|R-41400|Xolegel;Small molecule;CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL1513;IRBESARTAN;APROVEL|Avapro|BMS-186295|IFIRMASTA|IRBESARTAN|IRBESARTAN BMS|IRBESARTAN TEVA|IRBESARTAN ZENTIVA|KARVEA|NSC-758696|SABERVEL|SARBEVEL|SR 47436|SR-47436;Small molecule;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
CHEMBL473;DOFETILIDE;DOFETILIDE|Tikosyn|UK-68,798|UK-68798;Small molecule;CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
CHEMBL1112;ARIPIPRAZOLE;ABILIFY MAINTENA|ABILIFY MAINTENA KIT|ABILIFY MYCITE|ABILIFY MYCITE KIT|ARIPIPRAZOLE|ARIPIPREX|Abilify|NSC-759266|OPC-14597|OPC-31;Small molecule;O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
CHEMBL259209;MILNACIPRAN;IMPULSOR|MIDALCIPRAN|MILNACIPRAN;Small molecule;CCN(CC)C(=O)C1(c2ccccc2)CC1CN
CHEMBL1116;RALOXIFENE HYDROCHLORIDE;EVIREX|Evista|KEOXIFENE HYDROCHLORIDE|LY-156758|LY156758|NSC-706725|OPTRUMA|OSTIRAL|RALOXIFENE HCL|RALOXIFENE HYDROCHLORIDE|RALOXIFENE TEVA|RAZYLAN;Small molecule;Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
CHEMBL306043;GOLD SODIUM THIOMALATE;AUROTHIOMALATE|AUROTHIOMALATE DISODIUM|AUROTHIOMALATE SODIUM|CHRYSOTHIOS|GOLD SODIUM THIOMALATE|KIDON|MIOCRISINA|MYOCHRYSIN|MYOCRISIN|Myochrysine|SHIOSOL|SODIUM AUROTHIOMALATE|TAUREDON;Small molecule;
CHEMBL1092;TRIHEXYPHENIDYL HYDROCHLORIDE;AGITANE|APARKANE|Artane|BENTEX|BENZHEXOL|BENZHEXOL HYDROCHLORIDE|BROFLEX|CYCLODOL|CYCLODOLUM|NSC-757357|PARCOPANE|ROMPARKIN|SEDRINA|TRIHEXYPHENIDYL HCL|TRIHEXYPHENIDYL HYDROCHLORIDE|TRIHEXYPHENIDYLI HYDROCHLORIDUM|TRIPHEDINON|Tremin|Trihexyphenidyl Hydrochloride;Small molecule;Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
CHEMBL533;IBUTILIDE;IBUTILIDE|Ibutilide;Small molecule;CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
CHEMBL1306;TERCONAZOLE;FUNGISTAT|Fungistat|Gyno-Terazol|NSC-331942|Panlomyc|R 42470|R-42,470|R-42470|TERAZOL 3|TERAZOL 7|TERCONAZOLE|TERCOSPOR|TERMAYAZOLE|TRIACONAZOLE|Terazol|Triaconazole;Small molecule;CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
CHEMBL1200791;OXYMETAZOLINE HYDROCHLORIDE;AFRAZINE|AGN-199201|NSC-757254|OXIMETAZOLINE HYDROCHLORIDE|OXYMETAZOLINE HCL|OXYMETAZOLINE HYDROCHLORIDE|Ocuclear|RHOFADE|SCH 9384|SCH-9384|UPNEEQ|VISINE L.R.|Visine;Small molecule;Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl
CHEMBL1109;SULFAPHENAZOLE;NSC-757859|ORISULF|SULFAFENAZOL|SULFAPHENAZOLE|SULPHAPHENAZOLE|Sulfabid|Sulfafenazol|Sulfaphenazole;Small molecule;Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
CHEMBL1200323;LABETALOL HYDROCHLORIDE;AH 5158A|AH-5158A|AH-5158A HYDROCHLORIDE|IBIDOMIDE HYDROCHLORIDE|LABETALOL HCL|LABETALOL HYDROCHLORIDE|LABETALOL HYDROCHLORIDE IN DEXTROSE|LABETALOL HYDROCHLORIDE IN SODIUM CHLORIDE|LABETALOL HYDROCLORIDE|LABROCOL|NSC-290312|Normodyne|SCH 15719W|SCH-15719W|SCH-15719W HYDROCHLORIDE|Trandate;Small molecule;CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1.Cl
CHEMBL2178422;RIMEGEPANT;BHV-3000|BMS-927711|RIMEGEPANT|Rimegepant;Small molecule;N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F
CHEMBL1107;HALOFANTRINE;DL-WR-171669|HALOFANTRINE|Halofantrine;Small molecule;CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
CHEMBL1200710;CLOMIPRAMINE HYDROCHLORIDE;ANAFRANIL SR|Anafranil|CLOMIPRAMINE HCL|CLOMIPRAMINE HYDROCHLORIDE|Chlorimipramine|G 34586|G-34586|NSC-759323|TRANQUAX;Small molecule;CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl
CHEMBL24441;BETAHISTINE;BETAHISTINE;Small molecule;CNCCc1ccccn1
CHEMBL376488;BEDAQUILINE;BEDAQUILINE|R-207910|R207910|SIRTURO|TMC-207|TMC207;Small molecule;COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
CHEMBL457299;MACROGOL;1,2-Ethanediol|Ethylene Glycol|MACROGOL|POLYETHYLENE OXIDE;Small molecule;OCCO
CHEMBL806;FLUTAMIDE;CHIMAX|DROGENIL|Eulexin|FLUTAMIDE|NSC-215876|SCH 13521|SCH-13521;Small molecule;CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
CHEMBL1020;TOLMETIN;MCN-2559|TOLMETIN|Tolectin|Tolmetin;Small molecule;Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
CHEMBL1200561;DOXAZOSIN MESYLATE;ALFADIL|CARDOZIN XL|CARDURA XL|CASCOR|COLIXIL XL|Cardura|DOXADURA|DOXAZOSIN (AS MESILATE)|DOXAZOSIN MESILATE|DOXAZOSIN MESYLATE|DOXAZOSIN METHANESULFONATE|DOXZOGEN XL|LARBEX XL|NSC-759284|OXANDOSIN XL|RAPORSIN XL|SLOCINX XL|UK-33,274-27|UK-33274-27;Small molecule;COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O
CHEMBL614;PYRAZINAMIDE;.ALPHA.-PYRAZINAMIDE|ALDINAMID|ALDINAMIDE|D-50|EPRAZIN|FARMIZINA|ISOPAS|MK-56|NOVAMID|NSC-14911|PIRAZIMIDA|PIRAZINAMID|PIRILENE|PYRAFAT|PYRAMIZADE|PYRAZIDE|PYRAZINAMIDE|PYRAZINAMIDUM|PYRAZINE CARBOXYLAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|ROZIDE|TEBRAZID|UNIPYRANAMIDE|ZINAMIDE;Small molecule;NC(=O)c1cnccn1
CHEMBL964;DISULFIRAM;Antabuse|DISULFIRAM|Disulfiram|ESPERAL|NSC-25953|ORA-102|ORA102;Small molecule;CCN(CC)C(=S)SSC(=S)N(CC)CC
CHEMBL193482;ESTRIOL;16.ALPHA.,17.BETA.-ESTRIOL|16.ALPHA.-HYDROXYESTRADIOL|AACIFEMINE|COLPOGYN|ESTRIOL|ESTRIOL ACETATE BENZOATE|ESTRIOL PROPIONATE|ESTRIOL SUCCINATE|Estriol|GYNEST|INCURIN|NSC-12169|OESTRIOL|ORTHO-GYNEST|OVESTIN|TRIHYDROXYESTRIN|Theelol;Small molecule;C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
CHEMBL1089;PHENELZINE;Nardil|PHENELZINE|Phenelzine;Small molecule;NNCCc1ccccc1
CHEMBL1382;TOLTERODINE;BLERONE XL|DETRUSITOL|DETRUSITOL XL|EFFLOSOMYL XL|INCONEX XL|KABI 2234|KABI-2234|MARIOSEA XL|NEDITOL XL|PREBLACON XL|SANTIZOR XL|TOLTERODINE|Tolterodine;Small molecule;Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
CHEMBL404;TAZOBACTAM;CL 298,741|CL-298741|NSC-759887|TAZOBACTAM|Tazobactam|YTR-830H;Small molecule;C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
CHEMBL561;LOMEFLOXACIN;LOMEFLOXACIN|Lomefloxacin|Maxaquin|OKACYN|SC-47111A;Small molecule;CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
CHEMBL1201187;MARAVIROC;CELSENTRI|MARAVIROC|Maraviroc|Rel-Maraviroc|SELZENTRY|UK-427857;Small molecule;Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
CHEMBL1237135;MAPROTILINE HYDROCHLORIDE;BA-34,276|BA-34276|Ludiomil|MAPROTILINE HCL|MAPROTILINE HYDROCHLORIDE|NSC-757085;Small molecule;CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl
CHEMBL1700;SOTALOL HYDROCHLORIDE;BETA-CARDONE|BETAPACE AF|Betapace|DAROB|DL-MJ-1999|MJ 1999|MJ-1999|NSC-337251|NSC-760358|SOTACOR|SOTALEX|SOTALOL HCL|SOTALOL HYDROCHLORIDE|SOTYLIZE|Sorine;Small molecule;CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl
CHEMBL657;DIPHENHYDRAMINE;Antitussive|Beldin|Belix|Benadryl|Benylin|DIPHENHDYRA|DIPHENHYDRAMINE|Dibenil|Diphen|Diphenhydramine|Hydramine|RESTAMIN|Silphen;Small molecule;CN(C)CCOC(c1ccccc1)c1ccccc1
CHEMBL820;BUSULFAN;BUSILVEX|BUSULFAN|BUSULFANUM|Busulfan|Busulfex|LEUCOSULFAN|MYELOSAN|MYELOSANUM|Myleran|NCI-C01592|NSC-750|SULPHABUTIN;Small molecule;CS(=O)(=O)OCCCCOS(C)(=O)=O
CHEMBL294199;CAPSAICIN;ALGRX 4975|ALGRX-4975|AUSANIL|AXSAIN|CAPSAICIN|CAPZASIN-HP|CNTX-4975|DOLENON|FEMA NO. 3404|MIOTON|NGX-1998|NGX-4010|NSC-56353|OVOCAP|QUTENZA|RATDEN PE 40|TOGARASHI ORENJI|TRANS-CAPSAICIN|ZACIN|ZOSTRIX|ZOSTRIX HP;Small molecule;COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
CHEMBL939;GEFITINIB;GEFITINIB|Iressa|NSC-759856|ZD-1839|ZD1839;Small molecule;COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
CHEMBL1200379;APRACLONIDINE HYDROCHLORIDE;AL-02145|AL02145|APLONIDINE HYDROCHLORIDE|APRACLONIDINE HCL|APRACLONIDINE HYDROCHLORIDE|Iopidine;Small molecule;Cl.Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1
CHEMBL190;THEOPHYLLINE;ACCURBRON|AEROLATE|AEROLATE III|AEROLATE JR|AEROLATE SR|AQUAPHYLLIN|BRONKODYL|DIMETHYLXANTHINE|DOXOPHYLLINE METABOLITE M3|DURAPHYL|ELIXICON|ELIXOMIN|ELIXOPHYLLIN SR|Elixophyllin|LABID|LANOPHYLLIN|LASMA|NSC-2066|NSC-757346|NUELIN|NUELIN SA|NUELIN SA-250|PRO-VENT|QUIBRON-T|QUIBRON-T/SR|Quibron|Respbid|SLO-BID|SLO-PHYLLIN|SOMOPHYLLIN-CRT|SOMOPHYLLIN-T|SUSTAIRE|T-PHYL|THEO-DUR|THEOBID|THEOBID JR.|THEOCLEAR L.A.-130|THEOCLEAR L.A.-260|THEOCLEAR-100|THEOCLEAR-200|THEOCLEAR-80|THEOGRAD|THEOLAIR|THEOLIXIR|THEOPHYL|THEOPHYL-225|THEOPHYL-SR|THEOPHYLLINE|THEOPHYLLINE ANHYDROUS|THEOPHYLLINE MELTING POINT STANDARD|THEOPHYLLINE MONOHYDRATE|THEOPHYLLINE, ANHYDROUS|THEOPHYLLINE,ANHYDROUS|THEOPHYLLINE-SR|THEOVENT|Theo-24|Theochron|Theocin|Theolair-sr|Theophylline|UNI-DUR|UNIPHYLLIN CONTINUS|Uniphyl;Small molecule;Cn1c(=O)c2nc[nH]c2n(C)c1=O
CHEMBL838;BENAZEPRIL;BENAZEPRIL|BENAZEPRIL SANDOZ|BRIEM|Benazepril|C09AA07|CGS-14824A|CIBACEN WS|CIBACENE|FORTEEKOR|Lotensin|Lotrel;Small molecule;CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O
CHEMBL1201207;BETAMETHASONE PHOSPHORIC ACID;BETAMETHASONE PHOSPHORIC ACID|Betamethasone phosphate;Small molecule;C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
CHEMBL1727;CEPHALEXIN;66873|CEFALEXIN|CEPHALEXIN|Keflet|Keflex|Keftab;Small molecule;CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
CHEMBL844;BRIMONIDINE;AGN-190342 FREE BASE|BRIMONIDINE|Brimonidine|NSC-318825|UK-14304|UK-1430418 FREE BASE;Small molecule;Brc1c(NC2=NCCN2)ccc2nccnc12
CHEMBL1175;DULOXETINE;Cymbalta|DULOXETINE|Duloxetine|LY-248686|LY248686;Small molecule;CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
CHEMBL35;FUROSEMIDE;ALUZINE 20|ALUZINE 40|ALUZINE 500|Aquamed|DIURESAL|DRYPTAL|Disal|FROOP|FRUMAX|FRUMIL|FRUSEMIDE|FRUSETIC|FRUSID|FRUSOL|FUROSEMIDE|FUROSEMIDUM|Frusemide|HYDROLED|LASIX RET|LB-502|LOGIRENE|Lasix|MARSEMIDE|MIRFAT|NSC-269420|OEDEMEX|RUSYDE|TENKOFRUSE;Small molecule;NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
CHEMBL1433;DOXYCYCLINE ANHYDROUS;ANHYDROUS DOXYCYCLINE|DOXYCYCLINE (ANHYDROUS);Small molecule;C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
CHEMBL1463;FLUCYTOSINE;ALCOBON|ANCOTIL|Ancoban|Ancobon|FLUCYTOSINE|FLUCYTOSINUM|Flourocytosine|Fluorocytosine|NSC-103805|RO 2-9915|RO-2-9915|RO-29915;Small molecule;Nc1[nH]c(=O)ncc1F
CHEMBL744;RILUZOLE;BHV-0223|EXSERVAN|NSC-753433|NSC-759823|RILUZOLE|RP 54274|RP-54274|Rilutek|TEGLUTIK|TIGLUTIK|TIGLUTIK KIT;Small molecule;Nc1nc2ccc(OC(F)(F)F)cc2s1
CHEMBL980;GUAIFENESIN;Amonidron|CVT-2534|FAMEL|FRANOLYN CHESTY|GLYCERYL GUAIACOLATE|GUAIACOL GLYCERYL ETHER|GUAIFENESIN|GUAIFENSIN|GUAIPHENESIN|Gecolate|Glycerol Guaiacolate|Guaiphenesin|HUSTOSIL|Humabid|LIQUFRUTA|METHPHENOXYDIOL|Mucinex|NIROLEX FOR CHESTY COUGH DECONGESTANT|NSC-62112|ROBITUSSIN|Robitussin|TIXYLIX CHESTY COUGH;Small molecule;COc1ccccc1OCC(O)CO
CHEMBL720;BENZYL ALCOHOL;ALCOHOL BENZYLICUS|ALCOHOL,BENZYL|BENZYL ALCOHOL|Benzyl Alcohol|E-1519|E1519|FEMA NO. 2137|INS NO.1519|INS-1519|NSC-8044|PHENYLCARBINOL|ULESFIA;Small molecule;OCc1ccccc1
CHEMBL3353410;OSIMERTINIB;AZD-9291|AZD-9291 FREE BASE|AZD9291|MERELETINIB|OSIMERTINIB|TAGRISSO;Small molecule;C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
CHEMBL2105717;CABOZANTINIB;BMS-907351|BMS-907351 FREE BASE|CABOMETYX|CABOZANTINIB|COMETRIQ|XL-184|XL-184 FREE BASE|XL184;Small molecule;COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
CHEMBL650;METHYLPREDNISOLONE;J3.872E|MEDRONE|METHYLPREDNISOLONE|Medrol|Methylprednisolone|NSC-19987|U-67,590A;Small molecule;C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12
CHEMBL1544;LIOTHYRONINE;3,5,3'-TRIIODOTHYRONINE, L-|CYRONINE|Cytomel|Euthroid-0.5|Euthroid-1|Euthroid-2|Euthroid-3|LEVOTHYROXINE SODIUM RELATED COMPOUND LIOTHYRONINE|LIOTHYRONINE|Liothyronine|NSC-80203|RATHYRONINE, (S)-|Rathyronine|Tertroxin|Thyrolar-0.25|Thyrolar-0.5|Thyrolar-1|Thyrolar-2|Thyrolar-3|Thyrolar-5|Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)|Triostat;Small molecule;N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
CHEMBL1908360;EVEROLIMUS;40-O-(2-HYDROXYETHYL)-RAPAMYCIN|AFINITOR|AFINITOR DISPERZ|CERTICAN|EVEROLIMUS|RAD 666|RAD-001|RAD-666|RAD001|SDZ RAD|SDZ-RAD|VOTUBIA|ZORTRESS;Small molecule;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL496;HEXACHLOROPHENE;'GERMA-MEDICA ''MG'''|E-Z SCRUB|Gamophen|Germa-medica|Germa-medica 'mg'|HEXA-GERM|HEXACHLOROPHENE|HEXASCRUB|Hexachlorophene|PHISO-SCRUB|PRE-OP II|Phisohex|Pre-op|SCRUBTEAM SURGICAL SPONGEBRUSH|SEPTI-SOFT|SOY-DOME|Septisol|Turgex;Small molecule;Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
CHEMBL191;LOSARTAN;ALLISARTAN|ANGIZAAR|DUP-89|HGP-1405|HGP1405|LOSARTAN|LOSARTIC|LOZAP|Losartan|NSC-758699;Small molecule;CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CHEMBL595;PIOGLITAZONE;AD-4833|Actos|Duetact|GLUSTIN|PIOGLITAZONE|U-72107|ZACTOS;Small molecule;CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1
CHEMBL698;TETRACAINE;AMETHOCAINE|AMETOP|Dicaine|Medihaler-Tetracaine|Metraspray|Pontocaine|TETRACAINE|Tetracaine;Small molecule;CCCCNc1ccc(C(=O)OCCN(C)C)cc1
CHEMBL661;ALPRAZOLAM;ALPRAZOLAM|ALPRAZOLAM CIV|NSC-760140|Niravam|U 31,889|U-31,889|U-31889|XANAX XR|Xanax;Small molecule;Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
